Time,Biceps,Latissi Dorsi,Glut max,Erector spinal,VL,RF,BF,Gastroc med
0.0,0.0019073933157542815,0.0025585414257744345,-0.00036283082589701394,0.002827182731428439,0.0004234531434238353,0.0009047420839456635,0.0007295315181041318,0.01118455416965331
0.005,0.0038313366676875254,0.011358653736649191,0.0010881888199350477,0.004748700859248688,0.0011441206134976444,0.0017470926804665668,0.0015079440338656338,0.015314152303012488
0.01,0.005758121329257662,0.019757172248604224,0.002470914240800646,0.006616053942329449,0.0018451088164985778,0.0025763791882829484,0.0022915161716609567,0.019372855196635043
0.015,0.007624918242669937,0.027603857318796204,0.003759329294706932,0.008399816458477103,0.0025025451446458063,0.0033693941159655834,0.0030597194168386146,0.023244682818847087
0.02,0.009382478320948896,0.03478604217646172,0.0049284622566723255,0.010072477447762648,0.003102142161759038,0.0041077634325127985,0.0037934428449677804,0.026877987358705075
0.025,0.01100193070432919,0.0412269851041905,0.0059567039086267995,0.011609709233712647,0.0036370785661213475,0.0047776574130541285,0.0044778511751026205,0.03025824675090392
0.03,0.01247194506787196,0.04690277097112352,0.0068295824268781846,0.012991869993180598,0.004106084965304272,0.005370208441409527,0.005104294858978236,0.033394857490295415
0.035,0.01379269053380235,0.05186133906065242,0.007541730935555686,0.014204108454922575,0.004511943516042506,0.005881571333070343,0.0056688802823059,0.036316136018833586
0.04,0.01497483355051677,0.056205823294276425,0.008095746153505693,0.015235642785606076,0.004859683925589402,0.006312063558313066,0.006170599929994097,0.03905688927372268
0.045,0.01603776929379108,0.06005962631179969,0.008499853827433825,0.016080571585605843,0.005154664011187508,0.006664852720634721,0.006610971333077871,0.041645219355045414
0.05,0.017003183816389655,0.0635530588384456,0.008766360415912207,0.016739967483889957,0.005401287234250715,0.0069445067836463,0.006993314243852167,0.04409634338843569
0.055,0.01789070030103151,0.06682472628533509,0.008910833079163889,0.017222925467131465,0.0056027497693268745,0.007156359058182008,0.007321390888531068,0.04641326445752329
0.06,0.018717292645769545,0.07001651325114291,0.008950879045308235,0.017545588163668288,0.005761494065694002,0.007307111810631014,0.007598885390301916,0.04859673808853987
0.065,0.01949611146029823,0.07326343583330597,0.008904515913103818,0.017727896056391277,0.005879926152506006,0.0074054893547420685,0.007829939039710371,0.05066187911957256
0.07,0.020234808100143473,0.07668211500398708,0.008789062325166762,0.01778947129661819,0.005961147789687075,0.007462222850169002,0.008019926660328067,0.05264276313486386
