Time,Biceps,Latissi Dorsi,Glut max,Erector Spinal,VL,RF,BF,Gastroc med
0.0,0.00037397730150159566,0.0015254118253489966,0.0009026784912478153,0.0009584566988255286,0.0020285489568545693,0.000692659568841302,-0.00015295954419424003,-0.0004976042365184441
0.005,0.0016179941004493008,0.002600301597120568,0.0019185309745627563,0.001821188527401957,0.002642686063354169,0.001276820864515892,0.0006076268994777697,0.0007246546001162669
0.01,0.0028300569800314944,0.003651904339455605,0.002923427551952789,0.0026719611062456777,0.0032856007245652945,0.0018607247614185125,0.0013256636763304007,0.0018833242717122885
0.015,0.003990248925923028,0.0046557702909197805,0.0038880724166923323,0.0034960853819891173,0.003947013426881164,0.0024366011309176656,0.0019947073469295377,0.002961256173084952
0.02,0.005088384672064757,0.00559417367581792,0.004794760093133368,0.004282790644469031,0.004617825510461221,0.002998291647818263,0.0026099378362438564,0.003945521041087175
0.025,0.006120119030045089,0.006457674713567496,0.005632781565695003,0.005024295271933835,0.005291012259821377,0.0035420502021646016,0.0031677159972889127,0.004829276660864346
0.03,0.007083021330757608,0.007243514933829439,0.006397129132675158,0.005714648058966565,0.005962082982724709,0.004066448154348997,0.003665400227727069,0.0056109790040767046
0.035,0.00797536588235449,0.00795121519461064,0.007087815977883542,0.0063484271935213875,0.006628163207467955,0.0045709086735156845,0.004100817467232417,0.006291701844625375
0.04,0.008796234373075012,0.008579800524738215,0.007707788754880511,0.006920123586428411,0.007286264068003062,0.005054059516628186,0.004471714567887701,0.006872705370944467
0.045,0.009545073866074966,0.009128344260845023,0.008260937608384802,0.007424466778682819,0.007931458344891682,0.005512932835377669,0.004776396858114664,0.0073554023389594625
0.05,0.01022115727264031,0.009596985865489138,0.008750301520130583,0.007856750350030656,0.008555612761789339,0.0059430717533276,0.00501554192172249,0.0077435925126607035
0.055,0.010824127134949351,0.009986572616160773,0.009177204018614849,0.008212026453081256,0.009147208249053584,0.00633895842382937,0.005193436965579422,0.008043975805316897
0.06,0.011354572518797686,0.010297483030094768,0.009542686345040194,0.008484308817870203,0.009691787271341304,0.006693977788466389,0.005317319076172807,0.008263847991052205
0.065,0.011813983560610843,0.010529505706242514,0.009848535568780245,0.008668584250816045,0.010173542343998473,0.007000255983837978,0.005395465410803609,0.008409558628659648
0.07,0.012204149896965728,0.010684013513221962,0.010095506069462924,0.008764131992464846,0.0105797437868013,0.007249353783167896,0.005435511668309687,0.00848656768192213
0.075,0.012525895222092505,0.010766009847272044,0.010282572638836576,0.008775072991641956,0.010905297782990127,0.007434088686622033,0.005443813660287764,0.008499805011909936
0.08,0.012778913375133101,0.010783871971920758,0.01040974245169146,0.008709143902175587,0.011152675473781591,0.007550392936351106,0.005425974286106385,0.008454751486047338
0.085,0.012962506294562325,0.01074735379917995,0.010481608140537621,0.008577104182910576,0.011328667134588761,0.007597584595615116,0.005387973001329665,0.008358579564134648
0.09,0.01307527669126694,0.010665367444167137,0.01050892274564581,0.008391503951360917,0.011441184030639168,0.007577914880063881,0.005336718492437757,0.00822012812915571
0.095,0.013115914616743773,0.010546325114895803,0.010506697165433248,0.00816408749565839,0.011496859800704294,0.0074973769991155854,0.005279624583496908,0.008048826807011297
0.1,0.013086800007172968,0.010399899217498254,0.010490126138121248,0.007903688405972128,0.011500186383499996,0.007365725683291072,0.005224130306394577,0.007852771395993892
0.105,0.012997209913626037,0.010236775612108055,0.01047235360890598,0.007616391886551968,0.01145400979542498,0.007193768644385089,0.005177685894996136,0.0076373001301881785
0.11,0.012862296900390202,0.01006753877105232,0.010464388879183531,0.007307264252811301,0.011361007150202876,0.00699121677040737,0.005147416073611753,0.0074060370556827786
0.115,0.012698226248764495,0.00990176099224051,0.010474676403416512,0.006981533136061423,0.011225218977077149,0.006766745218599336,0.0051392478898267405,0.0071634124885346755
0.12,0.012517722590935941,0.00974719344013952,0.0105082045847894,0.006644988231108923,0.01105233636078809,0.0065281348157722975,0.005157464276263888,0.006915590578399462
0.125,0.01232877429305887,0.009610319292445513,0.010566293716358973,0.006304362249672334,0.010849304045864929,0.006282362506241718,0.005204630298100356,0.00666927360503766
0.13,0.01213647073254469,0.0094975336359892,0.010647547922006105,0.00596736062537956,0.010623174027743196,0.0060362866759753825,0.005281230754322688,0.006430576732926401
0.135,0.01194618540710561,0.009414693517273637,0.01074885825100133,0.005641880126723191,0.010378944326842032,0.005796657874130528,0.005385370429429009,0.006205157986940829
0.14,0.011764500477133271,0.009365106045511091,0.01086493998639831,0.005334916777972385,0.01011779845541245,0.005569154982576328,0.0055128172095002944,0.0059988474822286015
0.145,0.01159781079873401,0.009347785933018691,0.010987771946850387,0.005052142447571971,0.009837073424685268,0.005357946914826145,0.005657222897093068,0.0058174142226112
0.15,0.011452273919998012,0.009357061176341183,0.011107462635629227,0.004798233811687499,0.00953275438589444,0.005166023115896934,0.0058107424500230586,0.0056651891484924095
0.155,0.011334532730409162,0.0093833700935895,0.011213494559219763,0.004577210018205832,0.00920361557181081,0.0049954642458860995,0.005965164539250897,0.005544316142842755
0.16,0.01125089334685206,0.009414775774463108,0.011295917039565347,0.004392302234592598,0.008853843459714116,0.004847841490862145,0.006112959616284253,0.005455613016166307
0.165,0.011206555539135103,0.00943972337429517,0.011346394879688977,0.004245606606475492,0.008491550148347652,0.004724518451022464,0.006247827360187754,0.005399314571430026
0.17,0.011206048405425793,0.009450904352972217,0.011358315351135448,0.004138016385502775,0.008124942419819267,0.004626046212710049,0.006364855415567692,0.005374803125250711
0.17500000000000002,0.011253544656011768,0.009446735176563168,0.011327368964342771,0.004069217110781576,0.0077608135230463485,0.00455191029856364,0.006460362839829121,0.005380896448733993
0.18,0.01135180079151436,0.009428535949452872,0.01125395231063358,0.004037534371782465,0.007405713856784399,0.004501832903778669,0.006532129779335987,0.0054169549113283685
0.185,0.011499928836476998,0.009397259009949619,0.011144238756884983,0.0040400974253533145,0.007066293041039752,0.004476849360473258,0.0065800192101006265,0.005482858801405851
0.19,0.01169219045699272,0.009352780483969581,0.011007282098386983,0.004073293910252579,0.00674818613897774,0.00447903797054476,0.006605314810150859,0.005577711558103717
0.195,0.011919368108229123,0.009294397529619422,0.010851316257383047,0.0041329476412399835,0.0064552876703812875,0.0045110535838006555,0.006608865638757618,0.005699311988622253
0.2,0.012170636882854503,0.00922096233588778,0.010682819823970024,0.004214185741722496,0.006189814640268711,0.004575521039399401,0.006589861869532743,0.005844815250920133
0.20500000000000002,0.012433531531007812,0.009130392998344276,0.010507632889679635,0.004311397696074685,0.005952259352327485,0.004673914001560035,0.006545717883287124,0.0060112238107838355
0.21,0.012693660719193256,0.009018885125400462,0.010331604633191438,0.0044184142761489785,0.0057413534349410374,0.00480588442420473,0.006473080200838853,0.006195302288465803
0.215,0.012936107144601782,0.008880961444591749,0.010159872977029576,0.004528841528709671,0.005554794415220164,0.004969336547631115,0.006370008357995168,0.006393276413633883
0.22,0.01314775645113792,0.00871216324255131,0.009996289923375843,0.0046367509066149075,0.005390181722152451,0.00516079315399621,0.006237717992192681,0.006600193972996441
0.225,0.013319471934730234,0.00851308016505669,0.009844024787383684,0.004737794128291973,0.005245297663770099,0.005376207385534361,0.006080517805815525,0.006809145588092003
0.23,0.013446283957854983,0.008289723803627719,0.009706356820952276,0.004830044453048431,0.005118210724100761,0.005611620184594755,0.005904830507887754,0.007011047781667552
